tx_id,timestamp,sender_address,receiver_address,network_protocol,src_ip,dst_ip,src_asn,dst_asn,pattern_label,entity_id,src_org,dst_org,is_high_risk_network,coin_symbol,coin_name,token_price_usd,amount_usd,market_cap_tier,amount,fee,fee_to_amount_ratio,log_amount,log_fee,payload_size_bytes,payload_zscore,tx_velocity_seconds,log_velocity,is_round_number_amount,fan_in_count,fan_out_count,fan_in_fan_out_ratio,peel_chain_heuristic_score,entity_wallet_cluster_size,ip_connection_freq_src,ip_wallet_diversity,src_asn_risk_weight,dst_asn_risk_weight,is_bulletproof_asn,is_tor_relay,tx_pagerank,src_ip_pagerank,wallet_pagerank,tx_betweenness,wallet_betweenness,tx_in_degree,tx_out_degree,embed_dim_00,embed_dim_01,embed_dim_02,embed_dim_03,embed_dim_04,embed_dim_05,embed_dim_06,embed_dim_07,embed_dim_08,embed_dim_09,embed_dim_10,embed_dim_11,embed_dim_12,embed_dim_13,embed_dim_14,embed_dim_15,raw_anomaly_score,risk_score,is_anomaly,risk_tier
0x00e9cb749d38e1d3bc25523c68aace0571a2c6c351e1566c17b813230f1f95d2,2026-09-07 10:06:30.288550+00:00,0x2630c60357a6e863b04982e4d84f107eb042c6b1,0xe5376160a108265aa677589007cf9d07330f5f30,Lightning,20.141.112.41,170.191.117.1,AS16509,AS24940,NORMAL_TRANSFER,Entity-003,"Amazon.com, Inc.",Hetzner Online GmbH,0,OKB,OKB,57.04,793.43,Large-Cap,13.91,0.024363,0.0017514737598849747,2.702032128776647,0.024070955987305645,402.0,0.40591903997493617,3600.0,8.188966863648876,0,1,1,0.9999900000999989,0.0,1,1,1,0.1,0.4,0,0,0.0002755105713951309,0.00010129215970987326,0.0012421893793803512,0.00026268902841012915,0.004099416161474803,2,2,5.321013043186827,-0.653145982288347,-0.15594510024967406,-0.07615360515681158,0.005835395361077295,-0.006402241642365899,-0.007961022702529442,0.0007957708276292863,-0.003363818312032666,0.0019447145701764208,-0.06830890950726534,-9.563857677222569e-05,0.0017494308807783983,-0.001237801585761434,0.000516308110266355,-0.00014874803335100553,-0.12133192627750039,10,0,LOW
0x61d68c3fc43777277508572c4d3325f5dbad7eabd4ae08fee5d1f4aa1bb631aa,2026-09-07 10:11:04.288550+00:00,0xf574b7a5715e6dc7f8a110dbee5d7f8aa2599b3c,0xbc512cc6c4d5190e3a1c5836e32a03d30377183a,Monero-P2P,201.158.40.96,29.204.196.42,AS7922,AS32934,NORMAL_TRANSFER,Entity-005,Comcast Cable Communications,"Meta Platforms, Inc.",0,DAI,Dai,1.0,46.2,Large-Cap,46.2,0.129186,0.002796233766233766,3.8543938925915096,0.12149701916235145,833.0,0.15529176650131457,3600.0,8.188966863648876,0,1,1,0.9999900000999989,0.0,1,1,1,0.1,0.1,0,0,0.0002592251002313989,0.00010129215970987326,0.0018526695985189904,0.0005661480880093905,0.014106270162770912,2,2,5.322370361725026,-0.6547904381044536,-0.1581377381314648,-0.07775173675609608,0.0068305223335861035,-0.00893701151559917,-0.013313981805227117,-0.0031021476202702783,0.002117993823185812,-0.0021712988571994623,0.03192030902187212,-0.0007830104914698202,-0.0005043421783312776,-0.0038054451178848227,-0.0017719390174855446,0.00040837669483055725,-0.14223723851663594,5,0,LOW
0x45a40e7fd6edb5b3370bac3c8dfc97ffe3f3134d5ff914c6c527d99c5e24bc66,2026-09-07 10:14:04.288550+00:00,0xc8973a39cf977334ab51fb7ebee22f74621da7c6,0x3bf1ae5aa5184eaab98258971f9150c77631f9a2,P2P-Gossip,20.141.225.253,157.100.213.207,AS16509,AS16276,NORMAL_TRANSFER,Entity-007,"Amazon.com, Inc.",OVH SAS,0,DOGE,Dogecoin,0.07,8.65,Mega-Cap,123.53,0.136152,0.001102177608678054,4.824546650733057,0.12764711416506253,800.0,0.11232202957853898,3600.0,8.188966863648876,0,1,1,0.9999900000999989,0.0,1,1,1,0.1,0.4,0,0,0.0002799146843711906,0.00010129215970987326,0.001954610050696143,0.00052604709761725,0.011013125501912717,2,2,5.322007274181693,-0.6543070695145778,-0.1574891097941613,-0.07727714547485753,0.006548939134364823,-0.008171201765564323,-0.011667612306624338,-0.001925072951573597,0.0004290013010901951,-0.000925596549018619,0.0013172932073764894,-0.0005741307687295963,0.00016735059799472728,-0.0019778238837917087,0.0017232799202235843,0.00038246167662690897,-0.13097982281524312,8,0,LOW
0x0b807cb190bb58d04f997a3b4d350845d921524a094c90571e4a4f83b79698cc,2026-09-07 10:14:59.288550+00:00,0xd81bf774c9ade8e6ef58bce8e1884481de4b1027,0xc8973a39cf977334ab51fb7ebee22f74621da7c6,BitTorrent-DHT,20.141.197.33,201.158.33.169,AS16509,AS7922,NORMAL_TRANSFER,Entity-009,"Amazon.com, Inc.",Comcast Cable Communications,0,DOT,Polkadot,5.09,46.27,Large-Cap,9.09,0.016536,0.001819141914191419,2.3115448343655176,0.01640076910105374,841.0,0.16570867242198742,3600.0,8.188966863648876,0,1,1,0.9999900000999989,0.0,1,1,1,0.1,0.1,0,0,0.0002926608722121206,0.00010129215970987326,0.0019768974841891467,0.0012991277871704293,0.01825879224289568,2,2,5.3227982913004945,-0.6554281889245203,-0.1589982967423133,-0.07838234789978288,0.007184412088799991,-0.009971299610474993,-0.015548926687490035,-0.004673976841298415,0.00440855189674372,-0.0038900829860428854,0.07338372336270631,-0.001081036304862417,-0.0014284315491790635,0.0009568953009484108,-0.005061097040748295,-0.0001453302452193567,-0.11197100814814309,13,0,LOW
0x464eefe4c8db8e3ec049803fab7267cdeb6cb86b32aa67c0fe04620628d0c737,2026-09-07 10:18:50.288550+00:00,0xb8379fd7028154c21a35403ab9d272ba457849cc,0x915be204a93277b9e09b9330fd017376e61321d3,P2P-Gossip,29.204.103.172,170.191.167.96,AS32934,AS24940,NORMAL_TRANSFER,Entity-010,"Meta Platforms, Inc.",Hetzner Online GmbH,0,MATIC,Polygon,0.76,342.24,Large-Cap,450.31,0.733427,0.0016287157735782017,6.112154464797083,0.5501003739207854,473.0,0.3134689999289645,3600.0,8.188966863648876,0,1,1,0.9999900000999989,0.0,1,1,1,0.1,0.4,0,0,0.00028134103764928625,0.00010129215970987326,0.0013231986142889312,0.00028339221100615204,0.005414398454537809,2,2,5.321217582912645,-0.6533708356425701,-0.1562426437710165,-0.07636959923391608,0.005977393295885891,-0.00673878538220754,-0.00866346038884578,0.00027453964147466985,-0.0026457113071545447,0.0014011353529449495,-0.05510728388332635,-0.00018518516921508024,0.0014517718393940525,-0.001763862586977348,0.0002645908212923538,2.2775147717911086e-05,-0.061759757263410264,25,0,LOW
0x1afadd3b5f82f26f837506ea4343008c9518c9f249fce1f5bc32b346587b794a,2026-09-07 10:21:00.288550+00:00,0xbf395b640dadca06ffe0a62e73a5ff05c18aeb32,0xe5376160a108265aa677589007cf9d07330f5f30,Ethereum,171.198.59.151,201.158.57.2,AS15169,AS7922,NORMAL_TRANSFER,Entity-012,Google LLC,Comcast Cable Communications,0,USDT,Tether,1.0,10.65,Mega-Cap,10.6468,0.00689,0.0006471428034714655,2.45503146416918,0.006866372417277332,289.0,0.5530578361044404,3600.0,8.188966863648876,0,1,1,0.9999900000999989,0.0,1,1,1,0.1,0.1,0,0,0.00027730620747543007,0.00010129215970987326,0.001688064360443376,0.00027025721047031954,0.006986104260188535,2,2,5.321457338538355,-0.6536424045832174,-0.15660335879156456,-0.07663193334334369,0.006146642795695651,-0.00714787681823907,-0.00950743435336205,-0.000352068343776809,-0.0017818286178729024,0.0007421223127287059,-0.039121855583381736,-0.00029430742981269634,0.0010780479151398313,-0.002308333261184893,0.002672579357460415,0.00018145027144993273,-0.1441636921913056,4,0,LOW
0x36a53bd9bbe6a04aa4b270e12beef9e05db5cab9f88249084c21a6a8fd3bdacd,2026-09-07 10:21:31.288550+00:00,0xb035187f355240fe9b91df04e9d1a05af8e4d281,0xf33891249322dbf6a2929454b6bfdbe0a39eb050,Ethereum,201.158.72.172,29.204.125.55,AS7922,AS32934,NORMAL_TRANSFER,Entity-013,Comcast Cable Communications,"Meta Platforms, Inc.",0,DAI,Dai,1.0,36.44,Large-Cap,36.44,0.098605,0.002705954994511526,3.622739651609391,0.09404119316306776,810.0,0.12534316197938006,3600.0,8.188966863648876,0,1,1,0.9999900000999989,0.0,1,1,1,0.1,0.1,0,0,0.0002574580611939127,0.00010129215970987326,0.001563334740523354,0.0004957086360382211,0.014250048694644,2,2,5.322379165208012,-0.6548045921523469,-0.15815675052661743,-0.07776587070221237,0.006838466369024155,-0.008962088180141575,-0.01338214742236283,-0.003146736630034257,0.0021885083296934193,-0.002209712372917751,0.03305169920201476,-0.0007882398971817936,-0.0005142779539822819,-0.005099194150735034,-0.0046179727554523245,0.0004427095564479716,-0.13605519783154335,6,0,LOW
0x3068400295d60a2fdd0bc3c0d2403bf3d76a47e3c4f0eb34a4039600ecaafa5f,2026-09-07 10:25:48.288550+00:00,0x11cd4156d4ac0a1481d11821053ec0f2f6a3052a,0x29c11fbbffbf0d95214f0f835602f570b11b0030,Libp2p,133.182.25.25,29.204.169.111,AS209,AS32934,NORMAL_TRANSFER,Entity-015,CenturyLink Communications,"Meta Platforms, Inc.",0,TON,Toncoin,2.39,50.52,Large-Cap,21.14,0.056224,0.002659602649006623,3.0973859272804907,0.05470028400166761,275.0,0.571287421465618,3600.0,8.188966863648876,0,1,1,0.9999900000999989,0.0,1,1,1,0.1,0.1,0,0,0.00034511200178186324,0.00010129215970987326,0.00258817429423904,0.00034517176914523255,0.009561472229755228,2,2,5.3218314785680425,-0.6540872639263201,-0.15719656008073318,-0.0770641733216376,0.006417742668788718,-0.007825872230673755,-0.010898950285740318,-0.00137967246841171,-0.00035632120865533345,-0.0003560456697389679,-0.01264531570880127,-0.0004782639011293755,0.0004421591269472632,-0.0017030772594554006,0.009473280732788006,-2.0408429613888753e-06,-0.1256218550117264,9,0,LOW
0xfd076b5121e3ee4d94ea2c10313314907ebcf920f542909f5edfa55fa88e2dc8,2026-09-07 10:26:53.288550+00:00,0x53a8420028584882e1ff118b33793b710273495d,0xb15b767c03f037f8d09a665bf6701d89597b4286,P2P-Gossip,157.100.64.50,20.141.49.138,AS16276,AS16509,NORMAL_TRANSFER,Entity-017,OVH SAS,"Amazon.com, Inc.",0,MATIC,Polygon,0.76,56.54,Large-Cap,74.39,0.071319,0.0009587175695658017,4.32267464022361,0.06889059959069269,693.0,0.027004087110460612,3600.0,8.188966863648876,0,1,1,0.9999900000999989,0.0,1,1,1,0.4,0.1,0,0,0.0003003596466109145,0.00010129215970987326,0.001590890629947275,0.0005820892599650928,0.008515134460189637,2,2,5.321672844221205,-0.6538953725405909,-0.15693888254941396,-0.07687550482607043,0.006301218106363743,-0.007534437168110446,-0.010331381488947113,-0.0009509242013042563,-0.0009411848730298798,0.00010220374409998913,-0.02381687184847593,-0.00040309526170330737,0.0007427947874578474,-0.0003896060803665714,-1.866581814889394e-05,0.0002508576998341155,-0.13995961491113285,5,0,LOW
0x97c41702e32394a7148d807156d51020c4778c2caf7018ae78472dcdbe6fdc29,2026-09-07 10:29:15.288550+00:00,0xf33891249322dbf6a2929454b6bfdbe0a39eb050,0xd485172bce320d4577791411a620f8cb50bd8e97,Bitcoin,201.158.13.167,20.141.139.215,AS7922,AS16509,NORMAL_TRANSFER,Entity-014,Comcast Cable Communications,"Amazon.com, Inc.",0,BTC,Bitcoin,36456.94,88320.58,Mega-Cap,2.4226,0.006822,0.002815982828366218,1.2304004961612143,0.006798835450694378,462.0,0.3277922455698897,3600.0,8.188966863648876,0,1,1,0.9999900000999989,0.0,1,1,1,0.1,0.1,0,0,0.0003332930825247672,0.00010129215970987326,0.002054681116278544,0.0010161742812803045,0.013706553798415186,2,2,5.322334094801278,-0.6547387195120017,-0.15806703632477448,-0.07769888491097617,0.006800001634400444,-0.008851280272652126,-0.013120808493356236,-0.0029648404641346984,0.0019157320751579966,-0.002052420269044865,0.028373423854627315,-0.0007676487766851251,-0.0004385387696241229,0.0012910013944862592,-0.00022627781962956484,0.00013483030252502246,-0.135974609162404,6,0,LOW
